  0.184778	0.191699 	0.159089 	0.151273 	0.123168 	0.112611 	
  0.123969	0.107377 	0.107592 	0.100245 	0.159426 	0.212926 	
  0.190485	0.170006 	0.160698 	0.180098 	0.262341 	0.284822 	
  0.253357	0.261592 	0.22007  	0.222053 	0.178228 	0.18714  	
  0.230989	0.251925 	0.231274 	0.208982 	0.223013 	0.237899 	
  0.255741	0.258298 	0.219057 	0.253614 	0.217121 	0.282296 	
  0.285484	0.270752 	0.326871 	0.280823 	0.265837 	0.296878 	
  0.251997	0.302129 	0.34832  	0.332865 	0.322549 	0.383046 	
  0.413886	0.414614 	0.370521 	0.379975 	0.366268 	0.401293 	
  0.373206	0.301715 	0.290212 	0.262111 	0.275566 	0.275033 	
  0.196895	0.205652 	0.176886 	0.165126 	0.10221  	0.107123 	
  0.127087	0.119508 	0.112505 	0.126038 	0.112902 	0.175498 	
     0.186	0.153294 	0.167679 	0.18757  	0.147853 	0.15572  	
  0.228385	0.228468 	0.25234  	0.219608 	0.20495  	0.20411  	
  0.182026	0.262506 	0.205133 	0.234543 	0.226125 	0.242603 	
  0.214668	0.255568 	0.247766 	0.238175 	0.247151 	0.259863 	
  0.274558	0.293287 	0.331688 	0.308116 	0.282587 	0.281824 	
  0.287983	0.270996 	0.296339 	0.306067 	0.344013 	0.446819 	
  0.404789	0.426712 	0.366367 	0.42066  	0.387424 	0.392125 	
  0.372865	0.319613 	0.286018 	0.280589 	0.25962  	0.261919 	
  0.239617	0.211306 	0.164679 	0.191994 	0.144211 	0.124365 	
  0.100218	0.125839 	0.143795 	0.153773 	0.125485 	0.12604  	
   0.11513	0.130803 	0.161045 	0.158927 	0.125421 	0.159774 	
  0.159334	0.156551 	0.192119 	0.221061 	0.229739 	0.198969 	
  0.184656	0.222792 	0.242659 	0.225541 	0.233032 	0.250573 	
   0.23078	0.237793 	0.248209 	0.271155 	0.274399 	0.255051 	
  0.234321	0.330752 	0.305522 	0.265981 	0.266806 	0.316103 	
  0.312718	0.274988 	0.297092 	0.296124 	0.32946  	0.407181 	
  0.433028	0.428363 	0.398738 	0.408206 	0.407065 	0.36486  	
  0.351651	0.336164 	0.325383 	0.28683  	0.290634 	0.278459 	
  0.262019	0.264624 	0.190206 	0.214629 	0.142827 	0.096754 	
  0.130773	0.131578 	0.150168 	0.123283 	0.141349 	0.105009 	
  0.097912	0.124959 	0.109427 	0.137425 	0.154155 	0.15301  	
  0.137168	0.12089  	0.148012 	0.175973 	0.183405 	0.188052 	
  0.172876	0.215257 	0.226931 	0.261349 	0.244246 	0.292587 	
  0.250537	0.242726 	0.262313 	0.27068  	0.273893 	0.255053 	
  0.269443	0.260469 	0.288229 	0.258176 	0.24145  	0.247831 	
  0.263768	0.232897 	0.310381 	0.304774 	0.355786 	0.364666 	
  0.437727	0.403813 	0.411709 	0.358931 	0.36396  	0.365851 	
  0.320692	0.308841 	0.272305 	0.270307 	0.293507 	0.281608 	
  0.293167	0.236556 	0.19683  	0.165706 	0.097404 	0.084852 	
  0.115844	0.121547 	0.136589 	0.142936 	0.084638 	0.136884 	
  0.125301	0.136686 	0.133732 	0.11099  	0.178431 	0.193494 	
  0.148693	0.155109 	0.201493 	0.175776 	0.165783 	0.199699 	
  0.231226	0.210292 	0.229519 	0.261113 	0.265055 	0.28286  	
  0.231108	0.254184 	0.285304 	0.256651 	0.287918 	0.279972 	
  0.274799	0.285    	0.298636 	0.30848  	0.258972 	0.271249 	
   0.29949	0.232213 	0.249923 	0.265985 	0.273228 	0.32134  	
  0.414935	0.415093 	0.33699  	0.354594 	0.354321 	0.364687 	
  0.328342	0.293665 	0.229184 	0.270576 	0.273388 	0.285453 	
  0.287478	0.243537 	0.20569  	0.158865 	0.116269 	0.088355 	
  0.100007	0.133509 	0.199883 	0.136143 	0.10038  	0.138853 	
  0.144573	0.093342 	0.127762 	0.116132 	0.100064 	0.149917 	
  0.207684	0.202716 	0.199539 	0.202187 	0.184027 	0.190747 	
   0.19012	0.203222 	0.205031 	0.248034 	0.23382  	0.280464 	
  0.223001	0.253892 	0.273483 	0.308282 	0.264202 	0.333032 	
  0.299679	0.24112  	0.289353 	0.281655 	0.232855 	0.260566 	
  0.253881	0.288215 	0.281551 	0.197511 	0.248221 	0.309653 	
  0.342407	0.353268 	0.381509 	0.334809 	0.339235 	0.306429 	
  0.332377	0.293399 	0.290679 	0.292018 	0.23337  	0.28169  	
  0.290176	0.201539 	0.186111 	0.145179 	0.112563 	0.09122  	
  0.106804	0.069043 	0.148611 	0.165674 	0.128638 	0.138    	
  0.152352	0.116667 	0.089536 	0.09942  	0.097332 	0.112292 	
  0.190106	0.198796 	0.19574  	0.183827 	0.162564 	0.14208  	
  0.204994	0.248995 	0.240847 	0.258413 	0.222301 	0.251178 	
  0.256688	0.292875 	0.292895 	0.299677 	0.306736 	0.278896 	
  0.285513	0.250851 	0.251485 	0.273714 	0.232635 	0.290473 	
  0.272988	0.249071 	0.240194 	0.200797 	0.207105 	0.294786 	
  0.300427	0.300728 	0.337061 	0.287157 	0.285882 	0.323364 	
  0.295834	0.267748 	0.306961 	0.278034 	0.204722 	0.242294 	
  0.260702	0.218477 	0.181143 	0.15807  	0.142378 	0.093611 	
  0.135092	0.119903 	0.163765 	0.162369 	0.144967 	0.117969 	
  0.076227	0.083695 	0.024283 	0.078413 	0.092541 	0.124393 	
  0.121251	0.158657 	0.16332  	0.184157 	0.148565 	0.142443 	
  0.182864	0.249168 	0.234236 	0.221717 	0.197814 	0.228233 	
  0.234798	0.259905 	0.32888  	0.338193 	0.290984 	0.332457 	
  0.324645	0.288323 	0.299064 	0.279313 	0.270774 	0.251622 	
  0.261803	0.248136 	0.261724 	0.256974 	0.259016 	0.239118 	
  0.229387	0.29691  	0.340281 	0.292686 	0.313222 	0.318498 	
   0.30658	0.2758   	0.294374 	0.215377 	0.235639 	0.239698 	
  0.221485	0.171154 	0.166882 	0.177198 	0.152568 	0.137098 	
  0.130587	0.142792 	0.142338 	0.08417  	0.117529 	0.142048 	
  0.099951	0.043135 	0.034486 	0.058452 	0.06596  	0.095114 	
  0.107068	0.152494 	0.140642 	0.14993  	0.125005 	0.131513 	
  0.105709	0.185988 	0.215615 	0.1807   	0.222526 	0.257205 	
  0.249562	0.270909 	0.309465 	0.304674 	0.32504  	0.331112 	
  0.346343	0.315018 	0.282485 	0.279035 	0.263906 	0.219322 	
  0.235004	0.263466 	0.253117 	0.268962 	0.242067 	0.238776 	
  0.234846	0.303719 	0.226967 	0.274328 	0.258228 	0.281139 	
  0.290519	0.241627 	0.208468 	0.253632 	0.225511 	0.21165  	
  0.221349	0.173196 	0.20881  	0.220869 	0.17026  	0.103132 	
  0.185875	0.194881 	0.132381 	0.088709 	0.140909 	0.15929  	
  0.093728	0.047195 	0.077677 	0.048212 	0.066053 	0.057256 	
  0.124911	0.119261 	0.118345 	0.097178 	0.116599 	0.12619  	
  0.089866	0.121275 	0.183872 	0.22272  	0.244574 	0.249905 	
  0.252651	0.259528 	0.268011 	0.286942 	0.315845 	0.336053 	
  0.303801	0.309371 	0.297515 	0.275743 	0.300515 	0.25098  	
  0.240599	0.240275 	0.279343 	0.248657 	0.281058 	0.246291 	
  0.256264	0.263886 	0.235869 	0.246488 	0.301853 	0.286307 	
  0.312773	0.281716 	0.266384 	0.260175 	0.201635 	0.200245 	
  0.186584	0.176925 	0.196978 	0.203238 	0.14851  	0.102448 	
